Date,XLK,XLF,XLE,XLI,XLP,XLU,XLV,XLY,XLB,XLRE,XLC
2019-06-24,0.12068675257473149,0.01740146196365555,-0.11640936045827954,0.08575352280869364,0.18368021504623155,0.2508920294006989,0.1210460064157226,0.08094867879991385,0.025575733250535748,0.2159423674613299,-0.005036852246138701
2019-06-25,0.10374090700327421,0.018835885790804863,-0.14052766641520875,0.07382731034811041,0.1734741733069891,0.2346586177676515,0.11148363135654793,0.07230249577781955,0.011424220766255155,0.18895969054649475,-0.027817301049445686
2019-06-26,0.1392690229684197,0.028085855949895544,-0.10944197351567775,0.09036230803188716,0.15087622273685675,0.18816245927947506,0.10766327734038827,0.09958760909178088,0.025570842037023533,0.16869878786796866,-0.011243880524322458
2019-06-27,0.13760252679673357,0.04064441962550691,-0.12706946634575478,0.08727225786308912,0.15795411156235906,0.18832497906433798,0.11886610265953035,0.09889806375420251,0.025081246848793093,0.17226326632094913,-0.0059459187565757965
2019-06-28,0.1531867500618742,0.06869957088655831,-0.12860793081421062,0.10772902120653605,0.15963936621678032,0.1872012111544652,0.13218513115585084,0.11641727687572945,0.03686978988102796,0.1793640673474548,0.012523707930977013
2019-07-01,0.15736832017000402,0.07212486039025023,-0.12665996421349235,0.10717394326609808,0.16662680882148306,0.18466397043541827,0.13630619687212975,0.1176155237940244,0.04092130489259249,0.16549581384850853,0.010670524272982984
2019-07-02,0.16092584036214608,0.06944353196242026,-0.14594888863172195,0.1034575318337827,0.17744587915912557,0.199001996484089,0.14009728906989194,0.11797645439951077,0.036324589430213994,0.18427080144815866,0.02121969214259356
2019-07-03,0.15948511959101697,0.0726993388740429,-0.12970478026023013,0.10708219048235224,0.19912691466083143,0.19872206288795802,0.14626985408512927,0.12628605241558333,0.047220021667325085,0.2082512093021609,0.02013326362577872
2019-07-05,0.17117482780137028,0.08544555639398466,-0.13388387359823484,0.10618428480433728,0.19105207435139016,0.1947275075984254,0.135636774602655,0.1331063584923755,0.0441567492632966,0.19478367338322378,0.034216403039114995
2019-07-08,0.14604238008264558,0.07754996256407298,-0.13176569720748355,0.09176869614067984,0.17634329884698596,0.1901862539904018,0.11562557337635626,0.128951588271228,0.023251927803364936,0.18360940375733592,0.009573283704854552
2019-07-09,0.13679003671135903,0.07438855636253461,-0.13634043889608605,0.08554958633769272,0.16583130305989924,0.18258761552895653,0.10084186655124094,0.12125688959599978,0.008192326303065656,0.18491660874406524,6.134342091801415e-05
2019-07-10,0.13714014482838444,0.046458016489233867,-0.13815355803432572,0.0632853351204068,0.17791147955720388,0.22302900572418105,0.09655836830523801,0.11189504809671735,-0.0027628248217218543,0.2026010108061318,0.005686727783233314
2019-07-11,0.13874009234236517,0.05637350409152808,-0.14276458401657377,0.06713370925280526,0.1669949721348516,0.2119054936520075,0.09265781497303904,0.11172834895619377,-0.006872946883853981,0.18133379645710312,0.0067224121764140055
2019-07-12,0.1515444525307541,0.0686641748270378,-0.1205022301910168,0.10395355349153101,0.17408200237564198,0.1931621509946284,0.0891443564331813,0.12719938604372572,0.02010290506027701,0.18031181952791564,0.015389911013074187
2019-07-15,0.13743299518562035,0.06056235319712977,-0.12990725572227624,0.08667227061475113,0.17841533620141914,0.1969339149678082,0.0795140242545136,0.12307363411596306,0.018398861226938568,0.1789457952760285,-0.0001383608450840068
2019-07-16,0.127970802413081,0.06279669282352418,-0.14373128393238277,0.08801229073025274,0.1711328374070138,0.18986120546497598,0.07218756368046697,0.1192145732465173,0.021335416231693882,0.1810237508238337,-0.0009800790891690836
2019-07-17,0.1277258476670584,0.03529463224154328,-0.14357003867090323,0.06914056640676702,0.17536336495380778,0.1955280089723157,0.07892204993299856,0.10593667302033793,0.02045192304078358,0.1815003891923732,-0.007418732349540491
2019-07-18,0.1277243776499244,0.0419764855417859,-0.14001233167592086,0.0668355083046357,0.1731884150034093,0.20686192270885262,0.07906082111825952,0.10353785140469429,0.011595487943549143,0.18921561705732848,-0.0155980633831182
