Date,XLK,XLF,XLE,XLI,XLP,XLU,XLV,XLY,XLB,XLRE,XLC
2025-04-01,0.007313056954668884,-0.0012045773940976279,0.005885500267522659,0.005645838101777656,0.001469327782539498,0.0025364616360177283,-0.0182864187384425,0.01043249265674051,0.0037217957664572587,0.0007168458781361409,0.0006220839813375623
2025-04-02,0.007404202125102177,0.00824120603015066,0.0013829787234043156,0.00940748046430473,-0.002934344051840232,0.00468058191018339,0.006697362913352878,0.018995589414595004,0.008227114716106598,0.0047755491881564804,0.003522950989534701
2025-04-03,-0.06824798358230333,-0.0492424242424242,-0.07850844576649318,-0.054114994363021585,0.00576333537706919,-0.006295643414756968,-0.008108108108108247,-0.060400373813388475,-0.045167222158372655,-0.029942965779467645,-0.044605059370160016
2025-04-04,-0.06587102392050392,-0.07318096036904997,-0.09199907770348159,-0.06285260230433054,-0.04340404779322116,-0.055625950329447504,-0.054845245580940394,-0.04313458619065069,-0.06259027443428022,-0.045565899069083815,-0.057278720415000484
2025-04-07,0.005976860229204295,-0.002488687782805421,-0.00647536820721184,-0.004663388163472892,-0.011598266632679044,-0.015295854018516075,-0.005987581312832613,-0.011816838995568624,-0.016050333846943987,-0.024127310061601626,0.0013756735068208847
2025-04-08,-0.02033140739125705,-0.003855749603084657,-0.023130990415335506,-0.008263054774682699,-0.015473887814313358,-0.0040877503747104305,-0.011080538410054408,-0.02375020760670976,-0.03079733785723604,-0.02472382956338781,-0.013966800228963905
2025-04-09,0.13425694096700624,0.07536429872495432,0.07744636316064879,0.08881635457825121,0.03876882776686319,0.039403475167601565,0.04346518273424582,0.10888057162300102,0.08738386966473688,0.05744336569579289,0.08835481249274357
2025-04-10,-0.04655155498871777,-0.027948337920813082,-0.06532297231665851,-0.025796781319028184,0.0005043500189130246,-0.007502961695405985,-0.02788988181032004,-0.0390712897616855,-0.03194650817236255,-0.021168069370058662,-0.03456368679325794
2025-04-11,0.020476410968770953,0.01655412764103703,0.0248116393868536,0.017653251275407067,0.012602394454946486,0.012201591511936227,0.014678627029431457,0.009686003193187798,0.029675108723458576,0.014069828035434995,0.008508287292817718
2025-04-14,0.009125283589614286,0.010284979644310965,0.003549245785270605,0.01042412668098991,0.017050404480398296,0.017950733752620573,0.01220135895375174,0.002899009065991942,0.012049689440993827,0.022096608427543574,0.006683466637449342
